3.4999999999999998e-01	2.0149999999999999e+01	9.0000000000000000e+00	-9.0000000000000000e+00	3.2359401013503274e-26	-4.6636771073745703e-26	
3.4999999999999998e-01	2.0149999999999999e+01	1.0000000000000000e+01	-9.0000000000000000e+00	6.9329843872954387e-27	8.2831216304749254e-28	
3.4999999999999998e-01	2.0149999999999999e+01	1.1000000000000000e+01	-9.0000000000000000e+00	3.5293873402728802e-28	8.9253546261129422e-28	
3.4999999999999998e-01	2.0149999999999999e+01	1.2000000000000000e+01	-9.0000000000000000e+00	-9.1814912992462858e-29	1.1298420444879626e-28	
3.4999999999999998e-01	2.0149999999999999e+01	1.3000000000000000e+01	-9.0000000000000000e+00	-2.3823004842913522e-29	-3.5623794787515389e-30	
3.4999999999999998e-01	2.0149999999999999e+01	1.4000000000000000e+01	-9.0000000000000000e+00	-1.7201392019174971e-30	-3.9432517350760624e-30	
3.4999999999999998e-01	2.0149999999999999e+01	1.5000000000000000e+01	-9.0000000000000000e+00	4.4465365296912430e-31	-6.9112024812311753e-31	
3.4999999999999998e-01	2.0149999999999999e+01	1.6000000000000000e+01	-9.0000000000000000e+00	1.6638754402269249e-31	-7.5078749276505520e-33	
3.4999999999999998e-01	2.0149999999999999e+01	1.7000000000000000e+01	-9.0000000000000000e+00	2.2672375395053495e-32	2.7400637207782933e-32	
3.4999999999999998e-01	2.0149999999999999e+01	1.8000000000000000e+01	-9.0000000000000000e+00	-1.6130184340798689e-33	7.7869183720714218e-33	
3.4999999999999998e-01	2.0149999999999999e+01	9.0000000000000000e+00	-9.0000000000000000e+00	3.2359401013503274e-26	-4.6636771073745703e-26	
3.4999999999999998e-01	2.0149999999999999e+01	1.0000000000000000e+01	-9.0000000000000000e+00	6.9329843872954387e-27	8.2831216304749254e-28	
3.4999999999999998e-01	2.0149999999999999e+01	1.1000000000000000e+01	-9.0000000000000000e+00	3.5293873402728802e-28	8.9253546261129422e-28	
3.4999999999999998e-01	2.0149999999999999e+01	1.2000000000000000e+01	-9.0000000000000000e+00	-9.1814912992462858e-29	1.1298420444879626e-28	
3.4999999999999998e-01	2.0149999999999999e+01	1.3000000000000000e+01	-9.0000000000000000e+00	-2.3823004842913522e-29	-3.5623794787515389e-30	
3.4999999999999998e-01	2.0149999999999999e+01	1.4000000000000000e+01	-9.0000000000000000e+00	-1.7201392019174971e-30	-3.9432517350760624e-30	
3.4999999999999998e-01	2.0149999999999999e+01	1.5000000000000000e+01	-9.0000000000000000e+00	4.4465365296912430e-31	-6.9112024812311753e-31	
3.4999999999999998e-01	2.0149999999999999e+01	1.6000000000000000e+01	-9.0000000000000000e+00	1.6638754402269249e-31	-7.5078749276505520e-33	
3.4999999999999998e-01	2.0149999999999999e+01	1.7000000000000000e+01	-9.0000000000000000e+00	2.2672375395053495e-32	2.7400637207782933e-32	
3.4999999999999998e-01	2.0149999999999999e+01	1.8000000000000000e+01	-9.0000000000000000e+00	-1.6130184340798689e-33	7.7869183720714218e-33	
